"","original_title","id","Drama","Comedy","Thriller","Action","Romance","Adventure","Crime","Science Fiction","Horror","Family","Fantasy","Mystery","Animation","History","War","Music","Documentary","Western","Foreign","TV Movie"
"258","Joe's Apartment",11962,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"259","The First Wives Club",2925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260","Ransom",3595,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261","Chain Reaction",12123,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"262","Matilda",10830,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"263","Emma",3573,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","The Crow: City of Angels",10546,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"265","Bordello of Blood",9431,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"266","The Spitfire Grill",47907,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","Escape from L.A.",10061,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"268","Basquiat",549,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"269","Tin Cup",10478,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","Dingo",66634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"271","警察故事 III：超級警察",11134,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","Manny & Lo",88224,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","Bound",9303,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"274","The Relic",11015,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"275","The Island of Dr. Moreau",9306,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"276","Bulletproof",10723,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","Halloween: The Curse of Michael Myers",10987,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"278","Maximum Risk",10861,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","Michael Collins",1770,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280","Last Man Standing",9333,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","Set It Off",9400,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","Curdled",12241,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","Extreme Measures",11306,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","The Chamber",6346,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","Cool Runnings",864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","Robin Hood: Prince of Thieves",8367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287","The Fox and the Hound",10948,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"288","Die Hard",562,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","The Lawnmower Man",10163,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"290","Secrets & Lies",11159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","Surviving Picasso",41843,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292","The Long Kiss Goodnight",11412,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"293","The Ghost and the Darkness",10586,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","Get on the Bus",49471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","Shadow Conspiracy",38153,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","Jude",25147,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","Romeo + Juliet",454,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","Swingers",10218,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","Sleepers",819,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","A Fish Called Wanda",623,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"301","Dirty Dancing",88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"302","Reservoir Dogs",500,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"303","Platoon",792,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"304","Weekend at Bernie's",8491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305","Basic Instinct",402,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"306","The Doors",10537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"307","The Crying Game",11386,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","Glengarry Glen Ross",9504,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"309","Sophie's Choice",15764,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","E.T. the Extra-Terrestrial",601,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"311","Days of Thunder",2119,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","Top Gun",744,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"313","The Funeral",21612,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","The People vs. Larry Flynt",1630,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","Drop Dead Fred",10379,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"316","The Abyss",2756,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"317","The Fog",790,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"318","Escape from New York",1103,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"319","The Howling",11298,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"320","Bad Moon",49763,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"321","Delicatessen",892,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"322","The English Patient",409,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"323","My Left Foot: The Story of Christy Brown",10161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","Strictly Ballroom",10409,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325","Madonna: Truth or Dare",10174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"326","Paris is Burning",31225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"327","The Empire Strikes Back",1891,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"328","The Princess Bride",2493,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"329","Raiders of the Lost Ark",85,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330","Aliens",679,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"331","Return of the Jedi",1892,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"332","Der Himmel über Berlin",144,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"333","GoodFellas",769,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"334","乱",11645,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"335","The Blues Brothers",525,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"336","Full Metal Jacket",600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"337","Amadeus",279,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"338","Raging Bull",1578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","The Right Stuff",9549,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"340","Das Boot",387,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"341","The Terminator",218,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"342","Braindead",763,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"343","Glory",9665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"344","Miller's Crossing",379,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"345","Dead Poets Society",207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","The Shining",694,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"347","Stand by Me",235,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","Evil Dead II",765,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"349","Groundhog Day",137,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"350","Unforgiven",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"351","Back to the Future",105,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"352","Fried Green Tomatoes",1633,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353","アキラ",149,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"354","Highlander",8009,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"355","Night on Earth",339,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","This Is Spinal Tap",11031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"357","Indiana Jones and the Last Crusade",89,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","Gandhi",783,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"359","The Unbearable Lightness of Being",10644,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","A Room with a View",11257,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","Pink Floyd: The Wall",12104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"362","The Killing Fields",625,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"363","Paris, Texas",655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364","When Harry Met Sally...",639,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365","Alien³",8077,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"366","An American Werewolf in London",814,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"367","Dracula",6114,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"368","Candyman",9529,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"369","Cape Fear",1598,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","A Nightmare on Elm Street",377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"371","Star Trek: First Contact",199,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"372","Sling Blade",12498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373","Jingle All the Way",9279,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"374","The Preacher's Wife",21539,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"375","Ridicule",12709,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376","101 Dalmatians",11674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"377","Die Hard 2",1573,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378","Star Trek VI: The Undiscovered Country",174,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"379","Star Trek V: The Final Frontier",172,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"380","Star Trek II: The Wrath of Khan",154,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"381","Star Trek III: The Search for Spock",157,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"382","Star Trek IV: The Voyage Home",168,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"383","Batman Returns",364,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"384","Young Guns",11967,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"385","Grease 2",9037,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"386","Marked for Death",10173,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387","Under Siege",8845,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"388","Jaws 3-D",17692,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"389","Mars Attacks!",75,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"390","Citizen Ruth",13891,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391","Jerry Maguire",9390,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"392","Raising Arizona",378,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"393","Marvin's Room",9819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","Scream",4232,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"395","The Last of the Mohicans",9361,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"396","Evita",8818,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"397","Turbulence",34314,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"398","Metro",8860,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"399","Dante's Peak",9619,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400","Prefontaine",26306,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401","Absolute Power",66,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"402","Vegas Vacation",11419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403","Lost Highway",638,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"404","Rosewood",25624,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"405","Donnie Brasco",9366,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"406","Kama Sutra - A Tale of Love",28005,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"407","Private Parts",9403,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408","The Saint",10003,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"409","Liar Liar",1624,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410","Selena",16052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411","The Devil's Own",4477,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"412","Cats Don't Dance",24662,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"413","Turbo: A Power Rangers Movie",6499,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"414","Anna Karenina",50512,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415","Anaconda",9360,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"416","Austin Powers: International Man of Mystery",816,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"417","Breakdown",2163,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418","The Fifth Element",18,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"419","Love! Valour! Compassion!",64802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420","The Lost World: Jurassic Park",330,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"421","Con Air",1701,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","Speed 2: Cruise Control",1639,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423","Squeeze",49235,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","Batman & Robin",415,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"425","Hercules",11970,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"426","My Best Friend's Wedding",8874,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427","Face/Off",754,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"428","Men in Black",607,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"429","A Simple Wish",17834,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"430","Contact",686,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"431","G.I. Jane",4421,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432","Conan the Barbarian",9387,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"433","Cop Land",2142,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"434","Event Horizon",8413,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"435","Spawn",10336,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"436","Air Bud",20737,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"437","Picture Perfect",9413,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438","Conspiracy Theory",8834,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"439","Steel",8854,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"440","Mimic",4961,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"441","Air Force One",9772,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","One Eight Seven",6072,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443","The Hunt for Red October",1669,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444","L.A. Confidential",2118,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"445","Seven Years in Tibet",978,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"446","Kiss the Girls",9437,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"447","Wishmaster",10351,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"448","The Game",2649,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"449","Fire Down Below",14289,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"450","U Turn",10155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","The Ice Storm",68924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","Chasing Amy",2255,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453","The Full Monty",9427,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454","I Know What You Did Last Summer",3597,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"455","The Devil's Advocate",1813,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"456","Playing God",12628,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"457","The House of Yes",33344,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","Gattaca",782,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"459","Switchback",10871,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"460","Stripes",10890,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","Bean",1281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462","Mad City",9770,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","One Night Stand",12616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"464","The Rainmaker",11975,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","Boogie Nights",4995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466","Witness",9281,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","Starship Troopers",563,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"468","The Joy Luck Club",19931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","Sliding Doors",10215,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"470","Mortal Kombat: Annihilation",9823,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"471","The Truman Show",37165,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"472","The Jackal",4824,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"473","Anastasia",9444,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"474","The Man Who Knew Too Little",9414,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"475","Alien: Resurrection",8078,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"476","Amistad",11831,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"477","Deconstructing Harry",2639,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"478","Flubber",9574,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"479","For Richer or Poorer",10371,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480","Good Will Hunting",489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481","Home Alone 3",9714,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"482","Midnight in the Garden of Good and Evil",8197,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"483","MouseHunt",6283,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"484","Scream 2",4233,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"485","The Sweet Hereafter",10217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486","Titanic",597,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","Tomorrow Never Dies",714,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488","The Postman",9922,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489","The Horse Whisperer",547,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","Jackie Brown",184,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"491","Kundun",9746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492","The Big Lebowski",115,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"493","Great Expectations",9410,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","Wag the Dog",586,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","Dark City",2666,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"496","Hard Rain",11258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"497","Half Baked",9490,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"498","Shooting Fish",25719,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"499","Spice World",6116,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"500","Deep Rising",9457,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"501","The Replacement Killers",11702,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"502","The Night Flier",12238,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"503","Blues Brothers 2000",11568,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"504","The Wedding Singer",11003,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505","Sphere",10153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"506","As Good as It Gets",2898,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"507","King of New York",9558,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"508","U.S. Marshals",11808,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"509","The Newton Boys",42807,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"510","Wild Things",617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"511","Two Girls and a Guy",32456,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"512","The Object of My Affection",17127,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"513","Meet the Deedles",40688,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"514","Lost in Space",2157,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
